Material,Descripcio,Format_UMA,ZCE_per_unitat,ZCE_per_palet,Unitats_per_palet
0LM0202,MACOPAL BANDEJA 12 CANELONES   100U,CAJ,0.78,,
0LM0203,MACOPAL TAPA BANDEJA 3 CANELONES   100U,CAJ,0.78,,
0LM0204,MACOPAL TAPA BANDEJA 6 CANELONES   100U,CAJ,0.78,,
0LM0205,MACOPACK TAPA BANDEJA 12 CANELONES 100U,CAJ,0.78,,
0LM0207,MANTELES 30x40 NEGRO RO.160,UN,0.13,7.8,60.0
0LM0210,QUID CUCHARITA CAFE INOX HOTEL 12U,CAJ,0.42,,
0LM0211,QUID CUCHARILLA INOX HOTEL 12U (POSTRES),CAJ,0.42,,
0LM0213,QUID CUCHARA MESA INOX HOTEL 12U,CAJ,0.42,,
0LM0214,QUID TENEDOR MESA INOX HOTEL 12U,CAJ,0.46,,
0LM0218,GC SERVILLETAS 20x20 N.COCTEL2C.100,UN,0.07,22.4,320.0
0LM0221,MANTEL 30x40 KIWI RO.160,UN,0.13,7.8,60.0
0LM0238,COLON GEL BIDO 9KG,UN,1.17,84.24,72.0
0LM0258,BALNIC LIMPIADOR NEUTRO FLORAL 5KG,UN,0.65,93.6,144.0
0LM0259,BALNIC LIMPIADOR BAÑOS 5KG,UN,0.65,93.6,144.0
0LM0278,BALNIC BALNIC LIMPIACRISTALES 1LT,BOT,0.13,,
0LM0281,SERV. 2C.ROJO P&P 40x40 100U,UN,0.07,,
0LM0296,BALNIC DESENGRASANTE PROF 1L,UN,0.13,,
0LM0316,VASO DE TUBO COMB 40CL 9U TMXC,CAJ,0.99,,
0LM0319,VASO CHUPITO 6CL 72U  TMXC,CAJ,0.99,,
0LM0334,KH 7 DESIC INSECT SUELOS 750ML,UN,0.1,,
0LM0337,SERVILLETAS BOCADILLO 25X25 750U,PQ,0.07,,
0LM0376,TECNOPACKING BOLSA KRAFT 14+7X24 1000U,CAJ,0.43,,
0LM0378,TECNOPACKING BOLSA KRAFT 18+10X50 1000U,CAJ,0.43,,
0LM0391,ARCOROC COPA COMBINADO ARC 62 CL 6U,CAJ,0.25,,
0LM0396,SANTEX GUANTES VINILO AZUL TALLA P 100U,CAJ,0.07,,
0LM0398,SANTEX GUANTES VINIL  AZUL TALLA G 100U,CAJ,0.07,,
0LM0406,BALNIC  LIMPIADOR DE BAÑOS 1LT,BOT,0.13,,
0LM0423,QUID TAZA TE ASA 25CL 3U Q.SUPR,PAK,0.1,,
0LM0439,GC CELULOSA IND ECO 2C 2U,CAJ,0.69,,
0LM0440,"PIEDRA HORNO 36,5X24 C/SOPORTE",CAJ,0.1,,
0LM0452,LEJIA FLOQUET 1L 15U,CAJ,1.95,,
0LM0469,GC SERVILLT NATURE RECICL 1C 17X17 400U,CAJ,0.01,9.6,960.0
0LM0470,DON PALILLO TENEDOR  1000U,CAJ,0.14,,
0LM0474,TECNOPACKING ESTROPAJO VERDE+ESPONJA 20U,PQ,0.46,,
0LM0475,DON PALILLO BROCHETA 15CM  200X15U,CAJ,0.03,,
0LM0484,PALILLOS ENVASE REDONDO 25U,CAJ,0.03,,
0LM0495,GC-NATURE SERVILL.2C RECICLDO 33x33 50U,UN,0.07,56.0,800.0
0LM0504,GC SERVILLETA 1C 30x30 GC 100U,UN,0.07,,
0LM0506,GC SECAMANOS NATURE 2C.106M 235X200 6U,CAJ,0.69,,
0LM0531,ZUM INSECTICIDA 1 ANY 650Ml,UN,0.08,,
0LM0540,BEST PLASTIC VASO TUBO VIDRIO 315cc 24U,CAJ,0.03,,
0LM0545,SERV.KANGUR BL.1C.34X40 50 Un.,UN,1.09,,
0LM0556,BALNIC DETERG. CONC. FLORAL 5KG,UN,0.65,,
0LM0572,QUID PLATO DOBLE 15X7CM SELECT 12U,CAJ,0.47,,
0LM0582,SANTEX GUANTES NITRILO S/POLV NEGRO T S,CAJ,0.07,49.0,700.0
0LM0583,SANTEX GUANTES NITRILO S/POLV NEGRO T L,CAJ,0.07,49.0,700.0
0LM0584,SANTEX GUANTES NITRILO S/POLV NEGRO T M,CAJ,0.07,49.0,700.0
0LM0588,DPALILLO CAÑAS RAYAS ESPIR COLORS 200X6,UN,0.07,,
0LM0599,LEJIA+DETERG L'ESPURNA 2L 6U,CAJ,1.56,51.48,33.0
0LM0647,QUID PAPEL ANTIGRASA PARA PRESENTACION 3,UN,0.05,36.0,720.0
0LM0661,GC TOALLA MANO 2C.200x230 20U,CAJ,0.96,34.56,36.0
0LM0663,TECNOPACKING BLOC HOST TRIPLIC 10x15 10U,PAK,0.18,108.0,600.0
0LM0676,DPALILLO QUALITY TOALLA LIMON 6x8cM 100U,PAK,0.07,26.88,384.0
0LM0678,GC.P&P SERVILLETAS 2C. BLANCO 40X40 100U,UN,0.07,39.2,560.0
0LM0685,TECNOPACK BOLSA KRAFT VENT9+5X29CM 1000U,CAJ,0.43,,
0LM0690,DON PALILLO TENEDOR DE MADERA 16CM 100U,CAJ,0.36,,
0LM0694,D PALILLO SET Nº1(CUB MADER+SERV+PAL)50U,CAJ,0.07,,
0LM0699,DON PALILLO CUCHARA MADERA 16CM 100U,PAK,0.04,,
0LM0735,DON PALILLO BROCHETA MADERA 25CM 10X100U,PAK,0.1,24.0,240.0
0LM0736,DON PALILLO BROCHETA 10CM 15X200U,PAK,0.03,,
0LM0749,ENSALADERA CARTON + TAPA PET 500ML 25U,PAK,0.15,,
0LM0750,SALSERA+TAPA FIBRA DE CAÑA 70cc 100U,PAK,0.03,,
0LM0764,RUBBEREX GUANTES NITRILO TALLA M 1 PAR,UN,0.01,,
0LM0769,BALNIC DETERGENTE LAVADORA LIQ TEXTIL 5k,UN,0.65,83.2,128.0
0LM0781,MACOPAL B. ALUM. POLLO REDONDA206x55 100,PAK,0.12,,
0LM0782,MACOPAL TAPA B ALUM POLLO RED 206x55 100,PAK,0.12,,
0LM0784,DPALILLO SET Nº7(TEND+CUCHILL+SERV)MAD50,UN,0.09,,
0LM0787,MACOPAL BANDEJA 18 CANELONES 50U,CAJ,0.17,3.06,18.0
0LM0789,EVERSIA BOLSA CAMISETA BIO 34X48 220U,UN,0.12,,
0LM0790,"DPALILLO AGITADOR MADERA 110x6x1,5 500U",PAK,0.05,,
0LM0794,"PORTAMENU FIBRA DE CAÑA 18,5x13,5 50U",PAK,0.15,,
0LM0795,MACOPAL TAPA BANDEJA 18 CANELONS   50U,CAJ,0.18,3.24,18.0
0LM0796,MACOPAL BANDEJA 24 CANELONES 50U,CAJ,0.2,,
0LM0797,MACOPAL TAPA BANDEJA 24 CANELONES 50U,CAJ,0.18,,
0LM0819,"ARTISAN CUCHILLO CARNE  11,5CM 6U",CAJ,0.21,,
0LM0826,PLA PALO ALUM DE MOPA/FREG/ESC 150CMX22M,UN,0.01,14.4,1440.0
0LM0830,ENSALADERA KRAFT+TAPA PET 750ML 25U,CAJ,0.11,,
0LM0831,ENSALADERA KRAFT+TAPA PET 1000ML 25U,CAJ,0.1,,
0LM0833,BARQUETA CONICA FRITOS KRAFT400ML 100U,CAJ,0.11,,
0LM0842,CAÑAS PAPEL BIO KRAFT (IND)200X6MM 100U,CAJ,0.02,,
0LM0917,QUIDCUCHILLO MESA INOX HOTEL 217MM 12U,CAJ,0.42,0.42,1.0
0LM0924,GC MANTEL CAMINO MESA BURDE 41SER,UN,0.77,92.4,120.0
0LM0940,TAPA VASO CAFE L 125ML  100U,CAJ,0.38,0.38,1.0
0LM0947,POLASAL SAL PASTILLA 25 KG DESCALCIF,UN,3.25,162.5,50.0
0LM0951,FLOQUET LLEJIA 2L  6U,CAJ,1.46,64.24,44.0
0LM0958,MAXI SALSERA+TAPA TRANS 50U,UN,0.26,218.4,840.0
0LM0971,SANTEX GUANTES NITRILO S/POLVO AZUL T P,UN,0.07,49.0,700.0
0LM0972,SANTEX GUANTES NITRILO S/POLVO AZUL T M,UN,0.07,49.0,700.0
0LM0998,PLATO FIBRA DE CAÑA 15CM 50U,PQ,0.04,,
0LM1008,SANYTOL LIMPIADOR DESINF.MULTI PULV 750M,UN,0.1,60.0,600.0
0LM1009,SANYTOL LIMPIAHOGAR DESINFECTANTE 1200ML,UN,0.16,76.8,480.0
0LM1011,SANYTOL LIMPIADOR DESINF.BAÑOS PULV 750M,UN,0.1,60.0,600.0
0LM1012,SANYTOL LIMPIADOR DESINF.COCINA PULV 750,UN,0.1,60.0,600.0
0LM1020,WC NET LEJÍA GEL 750ML+50GR,UN,0.1,,
0LM1026,WC NET DESATASCADOR TURBO 1000ML + 50%,UN,0.13,,
0LM1027,GC-NATURE SERVILL.2C RECICLDO 20X20 100U,UN,0.07,88.2,1260.0
0LM1028,GC SERVILLETAS COCTL 2C.BLANC 20X20 100U,UN,0.07,92.4,1320.0
0LM1029,GC MANTELES NEGRO 1C 30X40 500U,CAJ,0.39,46.8,120.0
0LM1031,RESSOL BAYETA MULTIUSOS AMARILLA40x36 3U,UN,0.13,,
0LM1032,RESSOL BAYETA MICROFIBRA WON.AZ.40x30 6U,UN,0.07,,
0LM1033,RESSOL BAYETA MICROFIBRA GRIS 40x38 10U,UN,0.07,,
0LM1037,RESSOL FREGONA TIRAS TELA 28CM,UN,0.02,36.0,1800.0
0LM1042,DPALILLO CAÑAS NEGRA COCTEL 8x150 250U,UN,0.04,21.6,540.0
0LM1048,PLATO POSTRE 19CM GLACIAL 12U,CAJ,0.51,,
0LM1049,CUCURUCHO PARA PATATAS (MEDIANO) 50U,CAJ,0.07,,
0LM1051,DON PALILLO CAÑAS BIO PAPEL KRAFT 6X200M,UN,0.05,,
0LM1107,BARQUETA CONICA KRAFT 300M 100U,CAJ,0.02,,
0LM1108,CAJA BURGER KRAFT GRANDE 150X150 70-50U,CAJ,0.21,,
0LM1143,SANTEX GUANTES NITRILO S/POLVO AZUL T G,UN,0.07,49.0,700.0
0LM1158,GC SERV.MINI SERVICIO BLC 1C.17x17 400U,UN,0.03,28.8,960.0
0LM1162,ENVASE RECTANGULAR KRAFT 1000ML 50U,CAJ,0.15,,
0LM1163,ENVASE RECTANGULAR KRAFT 500ML 50U,CAJ,0.12,,
0LM1164,TAPA PP PARA ENVASE RECTANGULAR KRAFT 50,CAJ,0.07,,
0LM1283,BALNIC AMBIENTADOR CONCENTRADO BRISA 5KG,UN,0.65,,
0LM1505,"NEUTREX LEJIA 1,9L 8U",CAJ,1.98,89.1,45.0
0LM1518,FINISH LAVAVAJILLAS  25+7U,CAJ,0.09,6.48,72.0
0LM1613,"ARCOROC BOL PORCELANA CUADRADO 9,5CM 6U",CAJ,0.11,,
0LM1615,"ARCOROC BOL PORCELANA OVALADO 9,5CM 6U",CAJ,0.11,,
0LM1628,"GC DCR MANTELES BURDEOS 1,20X50CM 41U",CAJ,0.12,,
0LM1656,GC  HIGIENICO JUMBO 2C 18U 173M,CAJ,1.05,,
0LM1675,DPALILLO TOALLITAS REFRESCANTES BIO 100U,CAJ,0.52,,
0LM1679,DON PALILLO CAÑAS PAPEL BLANCAS6X200 250,UN,0.04,25.6,640.0
0LM1680,"DON PALILLO TENEDOR DE MADERA 13,5CM100U",UN,0.02,36.0,1800.0
0LM1681,DON PALILLO PALILLOS ENV.PAPEL 1000U,UN,0.04,30.0,750.0
0LM1682,GC HIGIENICO JUMBO 2C COMPAC ECO 18U,CAJ,0.81,,
0LM1683,GC ECO SECAMANOS 2C 300X184MM 143M 6U,CAJ,0.72,,
0LM1712,BALNIC LAVAVAJILLAS MANUAL PH NEUTRO 5KG,UN,0.65,,
0LM1713,BALNIC LIMPIADOR NEUTRO LIMÓN 5KG,UN,0.65,,
0LM1716,"CUCHILLO STEAK PIZZA 21,2CM 12U",CAJ,0.08,,
0LM1718,GC MINI SERVICIOS 1C 17X17 400U 10PQ,CAJ,0.31,22.32,72.0
0LM1760,LUMINARC JARRA DE AGUA 1L 6U,CAJ,0.78,,
0LM1762,"GC MANTEL ROLLO 1C BLANCO 1,20X100M",UN,0.77,770.0,1000.0
0LM1778,HAVANE TENEDOR MESA 12U,CAJ,0.25,,
0LM1785,HAVANE TENEDOR POSTRE 12U,CAJ,0.25,,
0LM1788,CHICOPEE LAVETTE BAYETA AZUL 51x36 25U,UN,0.05,,
0LM1976,BORMIOLI VASO CANALISA 20CL 6U,CAJ,0.26,,
0LM200,GC  ROLLO COCINA MAXI 4U,UN,0.11,22.0,200.0
0LM2310,GC MANTEL TOKYO BLANCO 30x40 500U,CAJ,0.31,,
0LM2317,BALNIC GEL LAVAMANOS NATURE 5L,UN,0.65,83.2,128.0
0LM2319,BALNIC LAVAVAJILLAS MANUAL 1L,UN,0.12,57.6,480.0
0LM2321,GC MANTELES BUEN PROVECHO BURDEOS 30x40,CAJ,0.31,,
0LM2327,GC MANTELES BUEN PROVECHO VERDE 30X40 50,CAJ,0.13,,
0LM2329,ZUM INSECTICIDA INSECTOS VOLADORES 500ML,UN,0.06,,
0LM2340,GC MANTELES. TOKYO 1C BLANC 30X40 500U,CAJ,1.09,,
0LM2351,SUAO MANTELES KRAFT 30X43 500U,UN,0.43,,
0LM2389,COPA COÑAC 15CL 12U,CAJ,0.35,,
0LM2399,ARCOROC COPA HELADO 4CL 6U,CAJ,0.25,,
0LM2419,MIKRAL ENVAS RECT.BISAGRA 1000-PP-50U,CAJ,0.2,,
0LM2421,MIKRAL ENVAS RECT.BISAGRA 375-PP-50U,CAJ,0.2,,
0LM2423,MIKRAL ENVAS RECT.BISAGRA 750-PP-50U,CAJ,0.2,,
0LM2425,BOLSA AL VACIO TRANSP. 20x30CM 90MC 100U,UN,0.1,,
0LM2426,BOLSA AL VACIO TRANSP. 30x40CM 90MC 100U,UN,0.1,,
0LM2430,SUAO P&P SERV KRAFT 1/6 2C 33x40 30U,UN,0.07,,
0LM2431,BOLSA IND. DE BASURA G120 85x104CM 10U,CAJ,0.07,,
0LM2432,MIKRAL ENVAS RECT.BISAGRA 500-PP-50U,CAJ,0.2,,
0LM2434,MIKRAL ENVAS RECT.BISAGRA 250-PP-50U,CAJ,0.2,,
0LM2435,BOLSAS DE BASURA NEGRA G50 52x58CM  25U,CAJ,0.07,,
0LM2439,ENVASE TAKE AWAY RECTAN KRAFT 900ML 50U,CAJ,0.12,,
0LM2445,RECIFLEX BOLSA IND. AZUL G90 85x105 10U,UN,0.03,,
0LM2451,ENVASE NOODLE KRAFT 500ML 50U,PAK,0.15,,
0LM2464,MAXI-PRODUCTS BOL FIBRA DE CAÑA 450CC 50,PAK,0.01,,
0LM2473,RECIFLEX BOLSA IND. VERDE G90 85x105 10U,UN,0.12,,
0LM2476,EL MAYORDOMO ESPRAY MOPA 1000CC,UN,0.13,,
0LM2477,MAXI-PRODUCTS PLT OVA FIB CAÑA 26x19 25U,PAK,0.01,,
0LM2480,RECIFLEX BOLSA IND. AMAR. G90 85x105 10U,UN,0.12,,
0LM2481,GC HIGIENICO 2C. ECO+495/100M-18U,CAJ,0.6,,
0LM2482,GC SECAMANOS 2C. 106M 6U,CAJ,0.3,,
0LM2483,COMBO VASO+TAPA NAT 4OZ 120CC 50U,PAK,0.07,,
0LM2484,COMBO VASO+TAPA NAT 8OZ 250CC 50U,PAK,0.07,,
0LM2485,FILM TRANSPARENTE 45x250,UN,0.05,,
0LM2486,FILM TRANSPARENTE 30x250,UN,0.05,,
0LM2487,RESMA PAPEL HORNO 40X60 39G 500U,CAJ,0.67,,
0LM2488,COMBO VASO+TAPA NAT 7OZ 200CC 50U,PAK,0.07,,
0LM2491,EL MILAGRITO DESENGRASANTE 5L,UN,0.65,,
0LM2493,GC HIGIENICO 2C. 140S 12U,CAJ,0.6,,
0LM2496,PAPEL DE ALUMINIO 11 MICRES 29 x 200,UN,0.07,,
0LM2497,VASO CAFE PAPEL NATURE 4OZ 120CC 50U,PAK,0.07,,
0LM2498,VASO CAFE+LECHE PAPEL NAT 8OZ 250CC 50U,PAK,0.07,,
0LM2499,DOAL PAPEL VEGETAL HORNO 8M 1U,UN,0.02,,
0LM2501,BOLSA KRAFT C/ASA 32x26CM 50U,UN,0.05,,
0LM2505,VASO CORTADO DE PAPEL NATURE 7oz 20CL 50,TIR,0.02,,
0LM2514,PAPEL DE ALUMINIO 11 MICRAS 39 x 200 1U,UN,0.07,,
0LM2533,FERRER KIT BABERO CALÇOTS 12U,CAJ,0.2,,
0LM2534,SALSERA RED. BISAGRA TRANS. PP 30ML 50U,UN,0.01,,
0LM2535,BARQUETA RECTANGULAR FRITOS KRAFT 100U,CAJ,0.11,,
0LM2545,BOLSA INDUSTRIAL ROJA G90 85x105  10U,UN,0.07,,
0LM2546,DPALILLO BROCHETA BAMBU 20CM x 100U,UN,0.01,,
0LM2548,DPALILLO BROCHETA BAMBU 15CM x 200U,UN,0.01,,
0LT0009,LETONA GRAN CREME 1L VR 12U,CAJ,1.0,32.0,32.0
0LT0009,LETONA GRAN CREME 1L VR 12U,ZPR,1.0,32.0,32.0
0LT0013,ATO NATURA ENTERA BRIK 1L.6U,CAJ,0.5,64.0,128.0
0LT0014,ATO NATURA SEMI BRIK 1L.6U,CAJ,0.5,64.0,128.0
0LT0015,ATO NATURA DESNATADA 1L.BRIK 6U,CAJ,0.5,62.5,125.0
0LT0020,CACAOLAT ORIGINAL 1L PET 6U,CAJ,0.5,52.5,105.0
0LT0021,CACAOLAT MINIBRIK SLIM 20CL P6 24U,CAJ,1.0,170.0,170.0
0LT0030,LETONA DESNATADA 0% 1L VR 12U,CAJ,1.0,32.0,32.0
0LT0032,CACAOLAT VIDRIO 20CL RET 30U,CAJ,1.0,48.0,48.0
0LT0032,CACAOLAT VIDRIO 20CL RET 30U,ZPR,1.0,48.0,48.0
0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",CAJ,0.75,60.0,80.0
0LT0034,"LETONA SEMI ESPEC HOSTELERIA PET 1,5L 6U",CAJ,0.75,60.0,80.0
0LT0035,"LETONA DESNATADA 0% HOST 1,5L PET 6U",CAJ,0.75,60.0,80.0
0LT0036,CACAOLAT VIDRIO 20CL SR 24U,CAJ,1.0,84.0,84.0
0LT0042,ATO SEMI SIN LACTOSA BRIK 1L 6U,CAJ,0.5,72.0,144.0
0LT0061,SOLAR LECHE ENTERA  1L BRIK 6U,CAJ,0.5,70.0,140.0
0LT0063,CHUFI HORCHATA 20CL VNR 12U,CAJ,0.5,84.0,168.0
0LT0073,ATO NATA ESPRAY 250G 1U,UN,0.03,4.41,147.0
0LT0074,CASTILLO NATA COCINA 1L BRIK,UN,0.13,18.72,144.0
0LT0078,ASTURIANA NATA MONTAR35% 1L BK,UN,0.13,,
0LT0090,LETONA SEMI SIN LACTOSA 1L PET 6U,CAJ,0.5,52.5,105.0
0LT0091,LETONA SEMI ESP.HOST.1L VR 12U,CAJ,1.0,32.0,32.0
0LT0093,ATO DESNATADA SIN LACTOSA 1L 6U,CAJ,0.5,75.0,150.0
0LT0100,YOSOY SOJA 1L BRIK 6U,CAJ,0.5,62.5,125.0
0LT0101,YOSOY ARROZ 1L BRIK 6U,CAJ,0.5,75.0,150.0
0LT0103,YOSOY AVENA BARISTA 1L BRIK 6U,CAJ,0.5,62.5,125.0
0LT0234,LA LEVANTINA SOJA ESPECIAL HOST 1L 6U,CAJ,0.5,60.0,120.0
0LT0235,LA LEVANTINA AVENA ESP.HOST 1L 6U,CAJ,0.5,60.0,120.0
0LT0235,LA LEVANTINA AVENA ESP.HOST 1L 6U,ZPR,0.5,60.0,120.0
0LT0292,YOSOY ARROZ+COCO 1L BRIK 6U,CAJ,0.5,62.5,125.0
0LT0412,"CACAOLAT ORIGINAL 27,5CL PET 24U",CAJ,1.0,88.0,88.0
0LT0437,YOSOY SOJA S/GLUTEN BARISTA 1L BRIK 6U,CAJ,0.5,62.5,125.0
0LT0520,LETONA UHT BRIK DESNATADA 1L 6U,CAJ,0.5,65.0,130.0
0LT0528,LA LEVANTINA ALMENDRA ESP. HOST 1L 6U,CAJ,0.5,60.0,120.0
0LT0534,YOSOY BEBIDA ARROZ+AVELLANAS 1L 6U,CAJ,0.5,,
0LT0535,YOSOY BARISTA BEBIDA ALMENDRA 1L 6U,CAJ,0.5,,
0RA0119,"DON SIMON SANGRIA 1,5L",UN,0.2,,
0RA0186,SANDEVID TDV LIMON 33CL VNR 24U,CAJ,1.0,,
0RA0207,"SANDEVID SPRITZ 27,5CL PACK 12U",CAJ,0.5,73.5,147.0
0RA0208,SANDEVID SPRITZ ROSCA 75CL PACK 6U,CAJ,0.6,63.0,105.0
0RF0004,"GEISER SIFON  1,5 L. 6U",CAJ,0.75,48.0,64.0
0RF0004,"GEISER SIFON  1,5 L. 6U",ZPR,0.75,48.0,64.0
0RF0006,FUENTPINOS GASEOSA 50CL RET 20U ,CAJ,1.0,36.0,36.0
0RF0010,"LIMON GLAS 1,5 S/R 6U",CAJ,0.75,,
0RF0012,FUENTPINOS GASEOSA  500 PET 12U,CAJ,0.5,54.0,108.0
0RF0014,ZALA GASEOSA 50CL VID. RET 20U,CAJ,1.0,30.0,30.0
0RF0018,/-COCA COLA ZERO 2L PET 6U,CAJ,1.0,64.0,64.0
0RF0019,/-COCA COLA LATA 33CL 24U,CAJ,1.0,108.0,108.0
0RF0020,/-FANTA NARANJA LATA 33CL 24U,CAJ,1.0,108.0,108.0
0RF0021,/-FANTA LIMON LATA 33 CL 24U,CAJ,1.0,108.0,108.0
0RF0022,/-AQUARIUS LIMON 33CL LATA 24U,CAJ,1.0,108.0,108.0
0RF0056,/-AQUARIUS NARANJA 33CL LATA 24U,CAJ,1.0,108.0,108.0
0RF0079,/-COCA COLA ZERO LATA 33CL 24U,CAJ,1.0,108.0,108.0
0RF0083,/-SPRITE 33CL LATA 24U,CAJ,1.0,108.0,108.0
0RF0086,/-TRINA LIMON  LATA 24U,CAJ,1.0,100.0,100.0
0RF0088,/-SCHWEPPES TONICA LATA SLEEK 24U,CAJ,1.0,100.0,100.0
0RF0091,/-SCHWEPPES LIMON LATA SLEEK 24U,CAJ,1.0,100.0,100.0
0RF0109,/-BITTER KAS 200 SR 24U,CAJ,1.0,84.0,84.0
0RF0124,/-COCA COLA 2L PET 6U,CAJ,1.0,64.0,64.0
0RF0168,/-FANTA NARANJA 2L PET 6U,CAJ,1.0,64.0,64.0
0RF0169,/-FANTA LIMON 2L PET 6U,CAJ,1.0,64.0,64.0
0RF0200,"/-COCA COLA ZERO VR 23,7 24U",CAJ,1.0,48.0,48.0
0RF0260,/-TRINA NARANJA ZERO 250 S/R 24U,CAJ,1.0,70.0,70.0
0RF0287,/-COCA COLA VR237 24U,CAJ,1.0,48.0,48.0
0RF0292,/-FANTA NARANJA VR237 24U,CAJ,1.0,48.0,48.0
0RF0293,/-FANTA LIMON VR237 24U,CAJ,1.0,48.0,48.0
0RF0296,RED BULL ENERGY DRINK 25CL LATA 24U,CAJ,1.0,108.0,108.0
0RF0332,ZALA GASEOSA 50CL S/R 12U,CAJ,0.5,54.0,108.0
0RF0337,/-COCA COLA ZERO ZERO 33CL LATA 24U,CAJ,1.0,,
0RF0358,RED BULL ZERO 25CL LATA 24U,CAJ,1.0,108.0,108.0
0RF0423,/-SPRITE VR20 24U,CAJ,1.0,48.0,48.0
0RF0445,GEISER LIMONADA 2L SR 6U,CAJ,1.0,64.0,64.0
0RF0482,TRINA NARANJA SLEEK 33CL 24U,CAJ,1.0,100.0,100.0
0RF0489,SCHWEPPES TONICA 20CL SR 24U,CAJ,1.0,84.0,84.0
0RF0491,SCHWEPPES LIMON 20CL SR 24U,CAJ,1.0,84.0,84.0
0RF0576,RED BULL SUGAR FREE 25CL LATA 24U,CAJ,1.0,108.0,108.0
0RF0609,RED BULL ENERGY 355ML LATA  24U,CAJ,1.0,108.0,108.0
0RF0948,FRITZ-KOLA ORIGINAL 33CL 24U,CAJ,1.0,54.0,54.0
0RF0954,FRITZ NARANJA 33CL 24U,CAJ,1.0,54.0,54.0
0RF0955,FRITZ LIMON 33CL 24U,ZPR,1.0,54.0,54.0
0RF1070,RED BULL WATER MELON 25CL LATA 24U,CAJ,1.0,108.0,108.0
0RF1074,RED BULL COCO Y ARANDANOS LT 25CL 24U,CAJ,1.0,66.0,66.0
0RF1081,GEISER SIFON  75CL VIDRIO RET 8U,CAJ,0.5,,
0RF1094,CASA NEGRE GASEOSA 1L VR 10U,CAJ,0.9,,
0RF1170,/-SEVEN UP ZERO LATA 33CL 24U,CAJ,1.0,99.0,99.0
0RF1618,CASA NEGRE GASEOSA 1/2 VR 20U,CAJ,1.0,,
0RF1629,FRITZ-KOLA SUPERZERO 33CL SR 24U,CAJ,1.0,54.0,54.0
0RF1697,/-COCA COLA IMPORT LATA33 24U,CAJ,1.0,99.0,99.0
0RF1698,/-COCA COLA ZERO IMPORT LATA33 24U,CAJ,1.0,99.0,99.0
0RF1709,RED BULL SPRING WOODRGRAPE 25CL 24U,CAJ,1.0,108.0,108.0
0VE0023,CASTELL D´ORDAL ROSADO 6U,CAJ,0.6,34.2,57.0
0VE0025,CASTELL D´ORDAL BRUT 75CL 6U,CAJ,0.6,57.0,95.0
0VE0032,PROTOS CRIANZA D.O.RIBERA DEL DUERO 75CL,BOT,0.1,,
0VE0041,FAUSTINO CRIANZA TINTO 75CL 6U,CAJ,0.6,60.0,100.0
0VE00464,SOLAR DE ZUNIL ROSADO 75CL 6U,CAJ,0.6,75.0,125.0
0VE0048,SEGURA VIUDAS ARIA BRUT NATURE 75CL 6U,CAJ,0.6,28.8,48.0
0VE0075,CUNE RIOJA CRIANZA 75CL 1U,BOT,0.1,9.5,95.0
